Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,year,month,quarter_2,quarter_3,quarter_4,type_organic,region_Atlanta,region_BaltimoreWashington,region_Boise,region_Boston,region_BuffaloRochester,region_Charlotte,region_Chicago,region_CincinnatiDayton,region_Columbus,region_DallasFtWorth,region_Denver,region_Detroit,region_GrandRapids,region_HarrisburgScranton,region_HartfordSpringfield,region_Houston,region_Indianapolis,region_Jacksonville,region_LasVegas,region_LosAngeles,region_Louisville,region_MiamiFtLauderdale,region_Nashville,region_NewOrleansMobile,region_NewYork,region_Orlando,region_Philadelphia,region_PhoenixTucson,region_Pittsburgh,region_Portland,region_RaleighGreensboro,region_RichmondNorfolk,region_Roanoke,region_Sacramento,region_SanDiego,region_SanFrancisco,region_Seattle,region_SouthCarolina,region_Spokane,region_StLouis,region_Syracuse,region_Tampa,AveragePrice
-0.2399907216326753,-0.09538460070004692,-0.3689706528824224,-0.327777411108419,-0.12330751318376117,-0.28616871446183945,0.46594412066823226,-0.23611042345378885,-0.16426582667107764,-0.9070953714374715,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.07
2.1669008246605155,0.48620547403636094,1.0388054633498607,0.5222243919146956,4.576194821889296,4.902698178190098,1.0153261906459505,0.028177992932321705,0.9000741784710896,-1.1898617796969897,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.68
-0.5488223488661641,-0.40140191819200893,-0.5181879426124898,-0.34122523542214694,-0.4636757603577678,-0.4316089598879906,-0.28011505165465767,-0.23611042345378885,0.9000741784710896,-0.34156255491843535,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.15
-0.531430359468974,-0.3997072765989453,-0.5039607729686452,-0.34122523542214694,-0.4301312840703301,-0.39127780482022123,-0.2860876886110369,-0.23611042345378885,0.9000741784710896,1.6378023028981914,False,False,True,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.63
0.20478699283209198,0.05331905096012827,0.42451813717028214,-0.02914289882713028,0.06011224671005276,0.18431277111300604,-0.33272375226765505,-0.218445265774416,-0.16426582667107764,-0.34156255491843535,True,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9
1.5620478951762407,0.5697227288655129,2.7122464509200386,0.09949634804689078,0.7960122230191672,0.8708535440916044,0.0929763436272587,0.30672764957121496,0.9000741784710896,-1.1898617796969897,False,False,False,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.24
0.14590142373813728,0.10596989663932925,0.3173504798214599,0.7420546836892881,-0.17077202735416078,-0.12040976388840412,-0.2069991911803192,-0.23611042345378885,-1.228605831813245,-1.1898617796969897,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.97
0.610117438382037,0.21390509471186628,1.3316736028830582,-0.2293666713671542,0.0480037832280869,0.1494569309859901,-0.3455244932680289,0.5987781511157219,-0.16426582667107764,1.3550358946386731,False,False,True,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.89
1.1718476703407263,0.051375086307031186,0.7527278480033905,-0.29655883719546117,2.621072414735009,3.044527149850039,-0.13053096755324778,-0.10025482253436528,0.9000741784710896,-1.4726281879565077,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.93
0.6777078600667708,1.0441280750840116,0.26165717038176,-0.33294903642397283,0.3700953599066197,0.1770104636405267,0.39857458437842974,3.765888563631855,-0.16426582667107764,-0.05879614665891725,True,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.25
